Titulo,Numero_de_likes,Numero_de_visualizacoes,Descricao,Numero_de_comentarios,Data,Video_ID
Vet Pulls Out Croc's Teeth! 😱 #animals #animaldocumentry #crocodile,941557,26647084,"Vet Pulls Out Croc's Teeth! 😱 #animals #animaldocumentry #crocodile🐶  Want to watch more? Subscribe to the Bondi Vet channel: https://www.youtube.com/c/BondiVet/featured?sub_confirmation=1Join this channel to get access to perks:https://www.youtube.com/channel/UCRnSnAq44St3dzNdgPpfChA/joinBondi Vet Apprentice:🐾 Badges🎉 Emojis 🐱 Exclusive member-only videos🐍 First to hear about upcoming newsBondi Vet Allstars:🦡 All perks from Apprentice🦩 Uncensored content🦮 Updates on the animals🐾 Click Here for Full Episodes - https://youtube.com/playlist?list=PL2FmLWmdveeLb_tD0p9XKhU-CgS_ERLFI😻 Bondi Vet is your ultimate content destination for all things pet and vet. Including full episodes, stories, compilations and clips from the world's favourite vet series. Make your world a better place and subscribe today! 🐍 For pet product and vet services - https://www.bondivet.com/Follow our social animals on🐓 Facebook - http://tinyurl.com/FacebookBondivet 🐊 Instagram - http://tinyurl.com/InstagramBV 🐬 Website - https://bondivet.com/ Share The Love:#BondiVet  #animals #pets #dogs #wildlife #crocodiles #crocs #cats #newbondivet #australiananimals #australia #vet #vetcare #documentary #petcare #petfacts",6229,2024-11-01,BC9MKKrr27Y
Testing a Broken Makeup Hack from TikTok!,649430,9256208,Top: https://nationltd.com/products/organic-cotton-nevina-tee-white,674,2024-11-01,5lFH7y6S9uk
منحوتة حذاء مذهلة مصنوعة من شريط الجبس! 🎨👟,281850,47345769,"محتوى هذا الفيديو لأغراض ترفيهية بحتة. لا نقدم أي ضمانات حول الشمولية والسلامة والموثوقية. جميع الإجراءات المتخذة بشأن المعلومات الواردة في هذا الفيديو هي على مسؤوليتك الخاصة، ولن نتحمل مسؤولية أي أضرار أو خسائر.حسن التقدير والرعاية والحذر تقع جميعها على عاتق المشاهد، وننصح دوماً بوجود شخص بالغ يتولى الإشراف والرعاية في حال أراد تقليد ما ورد في الفيديو. قد يحتوي الفيديو التالي على أنشطة تؤدى على يد ممثلين متمرسين في بيئة مضبوطة وخاضعة للرقابة؛ يرجى توخي الحذر والانتباه واتخاذ القرارات الصائبة إن كنت تنوي التقليد. جميع المنتجات وأسماء الشركات الظاهرة في الفيديو هي علامات تجارية ™️ أو علامات تجارية مسجلة ®️ لأصحابها. واستخدامها لا يعني الانتماء إليهم أو القبول من طرفهم.",2829,2024-11-01,aH4ADJaySxc
这是自救的好办法 #路飞#海贼王,1773851,86780866,装扮海贼王角色，以动漫人设演绎现代搞笑剧情，油管的伙伴们大家好!我是路飞与唐舞桐，正式入驻油管了，此频道唯一授权频道其他频道皆为盗版，打击盗版，从我做起~海贼王粉丝千千万，路飞家的占一半装扮海贼王角色，以动漫人设演绎现代搞笑剧情每天带给你们开心快乐 ，要记得准时收看我的影片哦!赶紧订阅，路飞与唐舞桐在等你~本频道制作的所有视频都符合平台的使用政策，没有任何违规行为我们的视频制作团队会特别关注儿童的安全需求，确保内容不会对其造成任何危害,1421,2024-11-01,GNHY0s3IlA4
Bo Thata - Babalwa M feat. Stixx & Nvcho | Visualizer,8839,267059,"Enjoy the official visualizer to Bo Thata by Babalwa M featuring Stixx and Nvcho. Thanks for watching, subscribe to my channel and follow me for more exciting content. Instagram: https://www.instagram.com/babalwa__m/Twitter: https://twitter.com/Babalwa___m TikTok: https://www.tiktok.com/@babalwa__mSpotify: https://open.spotify.com/artist/0dUHzfa2msKEpMevzsdwqGApple Music: https://music.apple.com/za/artist/babalwa-m/1525696011Deezer: https://www.deezer.com/en/artist/102631682#amapiano #babalwam #official #official #visualizer",345,2024-11-01,s9XW0tllx4Q
"The Joker and the Angel fell into the hole, but luckily Harley Quinn rescued them #Angel",879263,60711456,Record every moment of life and convey positive energyHello~Hello everyone~✦This is the Superman couple✦American comics have millions of fansSuperman couple account for halfInterpretation of modern comedy plotBring you happiness every dayRemember to watch my videos on time!#douluodalu #superman  #spiderman #supergirl,432,2024-11-01,A_25Ak4qtzw
This Is How You Train For…,997222,23147685,,3810,2024-11-01,_TOVC1pckqo
Quick Defense Hacks 💪🛡️ The Dudes Put 5-Minute Crafts to the Test! #selfdefenseforwoman,281486,6197547,"💥Welcome back to our channel! 💥Today, we're diving into another reaction video! We're always thrilled to share these moments with you and we hope you enjoy watching as much as we enjoy creating.Don't forget to LIKE, SHARE, and SUBSCRIBE for more reaction videos! Your support helps us create more content for you!🔗 Follow us on social media: Facebook: https://www.facebook.com/Archie5TikTok: https://www.tiktok.com/@archie.fiveInstagram: https://www.instagram.com/archie.five#ReactionVideo #Archie5Reacts",168,2024-11-01,2XC5eCEJsnc
Joe Rogan Experience #2219 - Donald Trump,2056573,43138780,"Donald Trump is currently the 2024 Presidential Candidate of the Republican Party. He previously served as America’s 45th president, and is also a businessman and media personality.",515837,2024-11-01,hBMoPUAeLnY
爆笑電梯整蠱！今天這個妹子的自我防護意識我給100分！,1144056,60602957,嘍，這裡是整個路人👻 🌟爆笑整蠱分分鐘讓你笑到停不下來👇精彩必看👇人從眾挑戰：https://www.youtube.com/playlist?list=PLO0ed6zZJZY7GRdrvg3JTwSfzEcQMzPe0極限挑戰：https://www.youtube.com/playlist?list=PLO0ed6zZJZY7QRnZrjPv27q-P5hKWZ0cA熱門shorts：https://www.youtube.com/playlist?list=PLO0ed6zZJZY5KUJkb2jAYMZrgp5s9Yhfb“瘋狂的BGM系列” 抖音首創作者創作不易，抄襲必究！關注學套路，錯過肯定後悔！如有盜版可留言，感謝支持！#閨蜜 #挑戰 #vlog,3371,2024-11-01,S8LLmoHrDoA
How to ride a penny-farthing! 😮🤩  -  🎥 shopniljourney,2234336,52640235,#UNILAD,9169,2024-11-01,wWTCQbq_vjk
When Sista replaces you to school,462767,10932010,#YAEY,1493,2024-11-01,8musHuA2bCs
How to Cut Glass Bottles: DIY Techniques for Creative Projects!,125152,12057925,Check more cool ideas and tips a @forcraftssakeshorts#forcraftssake #shorts,283,2024-11-01,9VU7hCCkzKg
Better than expected. 🧐,584743,9580226,,3098,2024-11-01,sGDHIqxwMDQ
"25K - Deep Waters (Official Audio) ft. Marcus Harvey, A-Reece, Maglera Doe Boy",10228,204190,Music video by 25K performing Deep Waters (Official Audio).(C) 2024 Sony Music Entertainment Africa (Pty) Ltd / Lehlohonolo Molefe,1111,2024-11-01,k5RfFzC1OnM
CAN YOU DO THIS ?,1106290,45461672,,4682,2024-11-01,ButyjwBiVHY
LeBron James Pranked Bronny Before Their First NBA Game 😂,393734,8842551,,5929,2024-11-01,wHTSFUbOIfw
Together=Clean - Episode 5,17121,383077,Follow the link and start earning on Pocket Broker. Use the promo code LIFE50 to boost your first deposit by 50%!https://cos.cash/zafast?inf=LIFE50&number=1&int=1,723,2024-11-01,kcfT_cD8S3Q
* when the enemy has weapons [Nam Phương] #namphuong #shorts #kungfu #martialarts #fighting #shaolin,525806,39063715,Nhấn đăng ký theo dõi để xem những video mới nhất của NAM PHƯƠNGContact for work : 0905948446#namphuong #eaglesacademy #vothuatdienanh #vothuat #hanhdong #tuve #masterkungfu #haihuoc #tuvethucchien #dienxuat #action #funny #shortfilm #actionfilm #beneagle,1571,2024-11-01,vWsgTlpRfSE
"Tycoon, Sly and Kabza De Small - Iza Mawala [Ft. Dladla Mshunqisi and Goldmax] (Official Audio)",7748,665119,"Tycoon, Sly and Kabza De Small presents the official audio to Iza Mawala , featuring Dladla Mshunqisi and Goldmax. Available to Stream / Download: http://africori.to/izamawala© 2024 Tyza WavFollow Africori: https://www.facebook.com/africori/https://twitter.com/Africori/https://www.instagram.com/africori/Distribution by Africori: http://www.africori.com#izamawala  #tycoon #amapiano",295,2024-11-01,o5ouQMZIl_Y
Colorful Pasta Painting for Fun Times! 🍝 🎨,4603017,307728951,,0,2024-11-01,UDIZhLy5HBY
"Cool Items!🥰 New Gadgets, Smart Appliances, Kitchen Tools Utensils, Home Cleaning, Beauty #shorts",2473843,158675502,"Welcome to the 【Cool Items Official】 Channel! 🏠✨This is an exciting world of family-themed product recommendations. Through our videos, we recommend various practical and interesting household items and demonstrate their applications and fun in daily life. Each video is meticulously produced, and we hope you can find inspiration and useful advice in them. 🎥😊We highly value interaction with our audience; every comment and like from you is our motivation to keep creating. 🌟If you like our content, please make sure to subscribe to the channel and click the bell icon 🔔 to interact with us and share your thoughts and suggestions. 💬Join the 【Cool Items Official】 family and explore and share those items that make life better! 🌈All videos are authorized by creators from Mainland China and strictly comply with platform regulations. 🛡️",2515,2024-11-01,THf8kfbfa5M
三胞胎姐妹自律的一早晨👩👩👩  #家有萌娃 #三胞胎vlog #爸爸帶娃記  #lovelybaby  #lovely,1154266,51235817,👧🏻同卵三胞胎：晨晨 桐桐 琪琪🌸記錄三小隻的成長趣事💕喜歡三小只，別忘記追蹤我的頻道~🔔開啟小鈴鐺第一時間接收三小隻最新動態~,3445,2024-11-01,qDWrH3h3qJI
the balloon deflated while it was flying #tiktok,431999,34808832,,248,2024-11-01,yg0cfPOVfXw
GUESS WHO’S SINGING! 👀🤔🎤 | Triple Charm #Shorts,426304,10996116,,62800,2024-11-01,3yKBN4fq_fY
Surviving The Most EVIL Parents for a Day,151351,8680109,"Surviving The Most EVIL Parents for a Day𝐒𝐔𝐁𝐒𝐂𝐑𝐈𝐁𝐄 HERE 👉 ​⁠@royaltyfam 𝐒𝐔𝐁𝐒𝐂𝐑𝐈𝐁𝐄 To Gaming Channel 👉 ​⁠ ​⁠@RoyaltyGaming1  More AMAZING Videos! 👇Our Son's EPIC 14th Birthday Surprise👉 https://youtu.be/XuNqMOGENZkEating Only GAS STATION FOOD for 24 Hours!! 🤮👉 https://youtu.be/UtcJZnyFTQEi Survived the World's STRICTEST Babysitter👉 https://youtu.be/oC2o2-Nteyw?si=QA8BqYP16RCloMUzHOME ALONE Without Parents for 24 Hours *Security Cameras*👉 https://youtu.be/T6IuTOAYS8k?si=iG5BjzALXi0uACvlOur Son's EPIC 13th BIRTHDAY SURPRISE!👉 https://youtu.be/ppAIBR_BxO4He Finally Got His DREAM Christmas PRESENT!! **EMOTIONAL**👉 https://youtu.be/Ot17zf95YNA?si=SSjqvSYrj8qqMmIgFather Tries to Find his SON Blindfolded!👉 https://youtu.be/oiY4DK1vgBYSon Tries to Find his MOM Blindfolded!👉 https://youtu.be/gTPu4NtqSz4?si=BuYVHfLEmKTJdldzour Son's EPIC Birthday Surprise!👉 https://youtu.be/56NrzRjZDkoExtreme HIDE & SEEK at LARGEST IKEA! ft/ Jordan Matter👉 https://youtu.be/xUB_YHSJYTcWe ADOPTED a GIRL, But Our SON Gets JEALOUS! ft/ Jordan Matter👉 https://youtu.be/foQIRatJyj0FERRAN Has NEW PARENTS! Goodbye Son...W/ Rebecca Zamolo👉 https://youtu.be/atOfjAiSdFoWatch our RECENT VIDEOS  ➡ https://bit.ly/2JotKG4Watch Our POPULAR VIDEOS! ➡ http://bit.ly/2NgagCxWatch Our CHALLENGES  ➡ https://bit.ly/2kqDqVDFOLLOW IᑎᔕTᗩGᖇᗩᗰ HERE ☟ANDREA ➡https://www.instagram.com/andreaespadatv/ALI           ➡https://www.instagram.com/4kpapi/FERRAN  ➡https://www.instagram.com/kingferran/MILAN    ➡https://www.instagram.com/princemilan/FAMILY   ➡https://www.instagram.com/royaltyfamily/DAWGS  ➡https://www.instagram.com/royaltydawgs/BUSINESS INQUIRIES ➡ royaltyfambusiness@gmail.comWelcome To THE ROYALTY FAMILY! We're a multicultural family based in LA, here to spread positivity. We're all about challenges, fun games, adventure, and sharing our family journey. Join us every week in sharing the good times of Andrea, Ali, Ferran & Milan (and of course, our 2 dogs Gucci & Princessa)! Best of all, we believe everyone can be ROYALTY so don’t forget to SUBSCRIBE!! #challenge #royalty #RoyaltyFamilySurviving The Most EVIL Parents for a Dayhttps://youtu.be/VKvZvFtyNQAThe Royalty Familyhttp://www.youtube.com/RoyaltyFam",9883,2024-11-01,kMFY7aJ1tvk
HIGHLIGHTS! Man City 5-0 Sparta Prague | Haaland wonder goal as super City hit five!,58751,3473412,"Manchester City made it back-to-back wins in the Champions League with an emphatic 5-0 victory over Czech champions Sparta Prague.Phil Foden took less than three minutes to fire us ahead with a neat finish before three goals in 10 second-half minutes saw City take control of the tie.Erling Haaland scored twice, the first an audacious and acrobatic, head-high flicked volley, either side of John Stones’ header, before Matheus Nunes’ late penalty.SUBSCRIBE! http://www.youtube.com/subscription_center?add_user=mancityhttp://www.mancity.comhttp://www.facebook.com/mancityhttp://www.twitter.com/mancityhttp://www.instagram.com/mancityhttps://www.tiktok.com/@mancityAbout the Official Man City YouTube Channel:Here you will find all the latest videos from Manchester City, including, all Premier League, Champions League, FA Cup and League Cup goals, highlights, behind-the-scenes footage, training and much more.Get closer to the likes of Jack Grealish, Bunny Shaw, Kevin De Bruyne, Lauren Hemp, Erling Haaland, Joško Gvardiol, Phil Foden, Vivianne Miedema and the rest of Pep Guardiola & Gareth Taylor's teams!",1442,2024-11-01,0z7JOpQpPA4
making passwords is hard tbh,1476495,29375092,,1429,2024-11-01,YyssvbgaDqk
Putting A Rubber Band in Liquid Nitrogen...,711409,21952521,"What’s Steve doing now? ► https://linktr.ee/stevespanglerOther Channels…The Spangler Effect ► https://www.youtube.com/user/TheSpanglerEffectSpangler Science TV ► https://www.youtube.com/user/SpanglerScienceTVFollow Steve’s Daily Posts on…INSTAGRAM  ►  https://www.instagram.com/stevespangler/FACEBOOK  ► https://www.facebook.com/stevespanglerTIKTOK  ► https://www.tiktok.com/@stevespanglerSteve Spangler is a bestselling author, STEM educator and Emmy award-winning television personality with more than 2,100 television appearances to his credit. Steve appeared as a regular guest on the Ellen DeGeneres Show from 2007-2022. Learn more about Steve at https://stevespangler.com/about-steve-spangler/Watch Steve’s syndicated television series ►  https://bit.ly/2KaO0fTThe SICK Science® series was created by Steve Spangler. © 2010 Steve Spangler, Inc. All Rights Reserved. SICK Science is a registered trademark of Steve Spangler, Inc. Reg. No. 4,398,849",950,2024-11-01,U0iVzuKM0Hs
"Dlala Thukzin, Funky Qla, Zee Nxumalo feat. MK Productions - Ama Gear (Official Music Video)",18127,1608423,"The official Music Video to Ama Gear by Dlala Thukzin, Funky Qla and Zee Nxumalo feat. MK ProductionsThank you for watching, please subscribe to my channel.TikTok: https://www.tiktok.com/@dlalathukzinInstagram : https://www.instagram.com/dlalathukzin/Twitter : https://twitter.com/dlalathukzin_Facebook: https://www.facebook.com/dlalathukzin2Spotify:  https://open.spotify.com/artist/5kmceQl1Y7lveTVbcy5ycDApple Music:  https://music.apple.com/za/artist/dlala-thukzin/1305671349Deezer:  https://www.deezer.com/en/artist/13527457Beatport:  https://www.beatport.com/artist/dlala-thukzin/812349Traxsource:  https://www.traxsource.com/artist/524674/dlala-thukzinBookings: bookings@dlalarecords.co.za#dlalathukzin #dlalarecords #official #officialmusicvideo #musicvideo",518,2024-11-01,mTrxJh34XvM
😭Unbelievable glasses that will change your crying game! 🧅,73378,5861309,"Get ready for the most innovative eyewear! Say goodbye to smudged makeup! 👓💧#shorts #diy #glasses #crafts ▶️ TheSoul Music: https://www.music.thesoul-publishing.com◉ Our Spotify: https://sptfy.com/TheSoulMusic◉ TikTok: https://www.tiktok.com/@thesoul.music◉ YouTube: / @thesoulsoundMusic by Epidemic Sound: https://www.epidemicsound.com/Stock materials: https://www.depositphotos.com https://www.shutterstock.comThis video is made for entertainment purposes. We do not make any warranties about the completeness, safety and reliability. Any action you take upon the information on this video is strictly at your own risk, and we will not be liable for any damages or losses. It is the viewer's responsibility to use judgment, care and precautions if one plans to replicate.The following video might feature activity performed by our actors within controlled environment - please use judgment, care, and precaution if you plan to replicate.All product and company names shown in the video are trademarks™️ or registered®️ trademarks of their respective holders. Use of them does not imply any affiliation with or endorsement by them.",300,2024-11-01,sC51QhcCwaM
Mike O’Hearn Destroys My Scale & Calls the Cops on Me,576439,8265881,,3899,2024-11-01,Q_S1EyN0uHw
Human vs Jet Engine,7012233,174512301,,8858,2024-11-01,ZNt_GoOBHq8
Não sabe esconder Comida,927234,59872277,,453,2024-11-01,yTm0UzkS5Ho
Sixth sense is turned ON 🚩,1398484,21431600,With help from @victorbae,8831,2024-11-01,pBqkoy6dvGY
FINISH THE LYRIC,545018,8590972,,777,2024-11-01,pG9RZCh5OsY
لقد نفذت خدعة إصبع قدم زائف شرسة على الجد! 🦶😂 #خدعة,730099,77044922,"هذا الفيديو معدّ لأغراض ترفيهية. ولا نقدم أيّ ضمانات بشأن سلامة المحتوى، شموليته أو موثوقيته. أيّ إجراء تقوم به بناءً على المعلومات الواردة في هذا الفيديو هو حصراً مسؤوليتك الخاصة، ولن نكون مسؤولين عن أيّ أضرار أو خسائر. مسؤولية تحرّي الحكمة والحيطة وإجراءات السلامة تقع على عاتق المشاهد إن كان يخطط لتقليد ما يراه في الفيديو.قد يظهر في الفيديو التالي نشاط تم تنفيذه بواسطة ممثلين ضمن بيئة خاضعة للرقابة - يرجى توخي الحذر إن كنت تخطط لتنفيذه بنفسك.",608,2024-11-01,wFn8lV2LdL8
Friends make memories together part 2  | Trà Đặng #short #bestfriend #bff #tiktok,1775427,77341957,"Welcome to Trà Đặng Official's Channel , where viral trends meet creative storytelling! Join millions of fans worldwide in exploring exciting school crushes, dramatic transformations, and viral challenges. Let’s bring the fun to a global stage! ✨Subscribe 👍 and hit the Notification Bell 🔔 to stay updated on all new videos!#tradang #tiktoktradang #tradang904 #tradangtiktok #pov #couplegoals #soaity #schoolcrush #tiktokviral #soaitihocduong #transformation #schooldrama #prankchallenge #viralvideo #vietnamesetiktoker✨ For business inquires : tra.dang.904@gmail.com ✨► Facebook https://www.facebook.com/Tra.Dang.990.NQD► Tiktok: https://www.tiktok.com/@tra.dang.904________________________________________© Copyright by Trà Đặng Official Channel ☞ Do not Reup",1635,2024-11-01,rm-4EtvByhA
How Tough is Tin Foil? 💪,1548658,57701778,"SHOUT OUT to the LEGEND @jugglinjosh for coming out to shoot this video with us!!!❇️ SUBSCRIBE - http://preston.gg/subscribe👕 FIRE MERCH - http://www.firemerch.com/🔥 DOWNLOAD APP - http://firemerch.app/download👀 FOLLOW ME HERE!☛ TikTok - https://www.tiktok.com/@preston☛ Instagram - https://www.instagram.com/prestonplayz/☛ Twitter - https://twitter.com/Preston🎮 MY FAN DISCORD! ☛ https://fire.vip/discord------------------------------Additional music provided by Epidemic SoundClick here for a free trial!  http://share.epidemicsound.com/TBNRIf you believe your copyrighted work was unintentionally used in this video without permission, please contact us at copyright@tbnr.net",1587,2024-11-01,EcseUs8FVNw
Hahaha😂,1300244,32021076,,2339,2024-11-01,TeOHydt__Hc
龟兔赛跑：好可爱的小乌龟#short #angel #clown,2812374,108179839,"Welcome to the 【Super Beauty Team】 channel! 🛡️🌟Here, we pour our hearts into creating each video, combining meticulously designed Captain America role-playing with original 2D comic-style plots, presenting you with an extraordinary superhero world. 💥😆🔔 Our channel is not just about role-playing; it's a gathering place for fans of 2D culture and American comics. If you have a strong interest in Captain America, 2D culture, or the world of American comics, you definitely shouldn't miss our channel. If you like our videos, don't forget to subscribe to the channel and click the bell icon.🚫 Rest assured, we strictly adhere to platform rules, all video content is original, and copyright is rigorously protected. Infringement will be prosecuted!",6210,2024-11-01,TLpWKqpIUNY
Son Tries to Save Family From Zombie Apocalypse,585581,13179638,,4519,2024-11-01,h6Ewz1MYmj0
The REAL Truth Behind the DVD Logo,2466270,41680179,,8280,2024-11-01,vqjc5M0le_s
SISTER REVEALED ALL MY MAGIC @Whoispelagheya,1724349,44763570,,1609,2024-11-01,1TDupj8KO6s
RARE JOYRIDE 🛸,684732,11822549,,4716,2024-11-01,LY7vc3aMDG8
