ID,Data_de_criacao
UCGwu0nbY2wSkW8N-cghnLpA,2014-02-17
UCFN4JkGP_bVhAdBsoV9xftA,2018-10-23
UCGIY_O-8vW4rfX98KlMkvRg,2005-12-27
UCB_qr75-ydFVKSF9Dmo6izg,2005-12-29
UCD1Em4q90ZUK2R5HKesszJg,2013-01-31
UC2FZQeaJkpnO6IMkQglvPsg,2022-09-19
UCqagxSZd0poU7LcVg3lTp0A,2024-09-03
UCFDsxSlQXpLLpVScy2NmbcQ,2012-06-20
UCEbVfdA43w83_ilZ1ZlZH3Q,2018-08-14
UCm3T3KS21z4d77tt081bVRQ,2022-11-09
UC33-OkQ6VCYk8xtml8Pk4-g,2006-05-08
UC-F3kTU4V680v550AavEOsQ,2016-02-16
UCFN4JkGP_bVhAdBsoV9xftA,2018-10-23
UCdEczn3MVkx_4PnMZ10MVFA,2016-09-08
UCaoTOpfjVfdm_XlYvwbVicQ,2012-08-14
UCGTKwjs1ctvgwCRa67RNO-Q,2015-05-01
UCuPivVjnfNo4mb3Oog_frZg,2012-08-24
UC2C_jShtL725hvbm1arSV9w,2010-08-12
UCYI0jaSzd7aLRj7KCGHkz3g,2010-03-03
UCdJdEguB1F1CiYe7OEi3SBg,2010-09-01
UCBrMq7wkdPWb3PxR-GUR61A,2013-01-31
UC_q5WZtFp36adwqhKpZzxwQ,2011-01-23
UC7vVhkEfw4nOGp8TyDk7RcQ,2008-07-06
UCiGnwS3OVEuqbc78ELEFDeQ,2021-04-23
UCXzrxvm0Jqq1OpSZQhT6lEQ,2015-04-04
UC9YydG57epLqxA9cTzZXSeQ,2006-01-17
UCZtjRzC4fFimZ2Y-nhn8Cig,2023-01-24
UCZtjRzC4fFimZ2Y-nhn8Cig,2023-01-24
UCwM8W2IEsCLRQWc6krOlRVw,2012-02-12
UC9OucCej3Rx7tS3O7df4ReA,2021-04-12
UCqTYHSnBUXZamsVcOlQf-fg,2013-01-25
UCrZEL4o7SYy8-FoYyvh7pJg,2016-01-22
UCRE2zmVNW9wG2dndMoV4JKQ,2014-08-08
UCooVYzDxdwTtGYAkcPmOgOw,2017-04-28
UCET00YnetHT7tOpu12v8jxg,2020-06-26
UCR9Gcq0CMm6YgTzsDxAxjOQ,2009-11-22
UCooVYzDxdwTtGYAkcPmOgOw,2017-04-28
UC2Qw1dzXDBAZPwS7zm37g8g,2016-02-02
UCBJeMCIeLQos7wacox4hmLQ,2012-10-30
UCxoz4YfS4M3H3C57FD4jW4Q,2019-08-17
UCsSsgPaZ2GSmO6il8Cb5iGA,2016-06-06
UCmXH6CX_juGwNFTj3PESdoA,2011-09-11
UCV4UK9LNNLViFP4qZA_Wmfw,2018-04-07
UCY1kMZp36IQSyNx_9h4mpCg,2011-10-20
UCnnrLDosqnpRPQ_TH3uXnnQ,2020-11-24
UCzH3H8sRfqH3rEVZcpTV2Cw,2009-07-12
UCoUM-UJ7rirJYP8CQ0EIaHA,2006-09-19
UCpx2BZg8ABgaDV50sGJtWAg,2006-09-19
UCo1DYcm1IZ9v3UPkpiAcgtg,2018-10-13
UCt9nYeSz90lnOnaVFjxFJzw,2014-12-20
UCE_M8A5yxnLfW0KghEeajjw,2005-06-22
UCzH3H8sRfqH3rEVZcpTV2Cw,2009-07-12
UClYV6hHlupm_S_ObS1W-DYw,2013-08-17
UC3L9XPe0_FGfRG-CMGtBvFg,2007-11-23
UCDVYQ4Zhbm3S2dlz7P1GBDg,2014-12-14
UCooVYzDxdwTtGYAkcPmOgOw,2017-04-28
UCIVSqoHCUN1XdEpiVItxfoQ,2016-11-29
UCpi8TJfiA4lKGkaXs__YdBA,2018-05-23
UCtylTUUVIGY_i5afsQYeBZA,2013-03-25
UCAND1td-OhOUbi7S1EnRWzg,2014-01-04
UCsAPiUMyBjtKamxYGbSUnLA,2006-10-26
UCaUeobrwnhpLJHqs92_JRGg,2021-08-16
UCQ9HvHH-KRYHI5ynj2kbLwQ,2016-12-02
UCg3gzldyhCHJjY7AWWTNPPA,2014-10-29
UCsDUx3IrrXQI0CbfKMxTCww,2016-08-09
UCzcaZfAmCJlCSoBOiNWx20Q,2018-01-12
UCquKkmifC6eDU-bbKxqjJgw,2014-10-18
UCUU3GdGuQshZFRGnxAPBf_w,2015-08-30
UCMmVPVb0BwSIOWVeDwlPocQ,2014-08-06
UCBjiLLFSINNtaQr_X4fRLrg,2015-07-02
UCBQZwaNPFfJ1gZ1fLZpAEGw,2009-09-05
UCaO6TYtlC8U5ttz62hTrZgg,2008-01-25
UC5JYRErFekvgcd2Sb-s8-Tg,2011-02-16
UCVe_RrR9AMeY6Z8ixOv5gtw,2021-03-10
UCch9Dmg5Juwp8MZGvAmAp4Q,2015-01-29
UCVAbWl3d3XuHY28wU9DoDpA,2014-05-02
UCzTlXb7ivVzuFlugVCv3Kvg,2010-01-09
UClBnxUXbfpnwZjchDz52B7Q,2015-03-31
UC2t5bjwHdUX4vM2g8TRDq5g,2009-02-09
UCH_7doiCkWeq0v3ycWE5lDw,2012-08-30
UC1oigGPZ4A6atKCnj17ow8Q,2021-02-09
UCakRszbIjjGYtFrDPeg5Ieg,2012-06-07
UCTSRIY3GLFYIpkR2QwyeklA,2015-08-21
UChRlaISXbl2gECFAmDzxgzg,2010-03-17
UCaO6TYtlC8U5ttz62hTrZgg,2008-01-25
UC3IZKseVpdzPSBaWxBxundA,2008-06-04
UCMUP9j-QidC_S0KLlO06uCg,2009-07-23
UCo1DYcm1IZ9v3UPkpiAcgtg,2018-10-13
UC4eYXhJI4-7wSWc8UNRwD4A,2008-01-03
UC3Cs0kPcr0GQPCVzX32NQPg,2024-06-24
UC1HL3TABt6QGd_P857BH_CA,2015-08-25
UC0biFgrMdkv1hFAFLVePODQ,2011-12-05
UChDKyKQ59fYz3JO2fl0Z6sg,2013-08-21
UCYAB7hh1ohA8-iX54EpMdeA,2010-08-25
UCkgsrOXWQNZRS_Cj8-_7sPw,2023-03-13
UCQMELFlXQL38KPm8kM-4Adg,2008-12-11
UCE_M8A5yxnLfW0KghEeajjw,2005-06-22
UCB9_VH_CNbbH4GfKu8qh63w,2006-03-14
UCmmc_ObsixkMiLq7BXobAnQ,2021-01-23
UCXqV4yoyC_mmZye6VbKFPeQ,2021-05-09
UC07Kxew-cMIaykMOkzqHtBQ,2009-05-12
UCqwxMqUcL-XC3D9-fTP93Mg,2014-02-16
UCyXiDU5qjfOPxgOPeFWGwKw,2011-12-19
UCOuId57F0KOwFkLXCdTQSNw,2013-02-12
UCSnqXeK94-iNmwqGO__eJ5g,2010-04-19
UCL6JmiMXKoXS6bpP1D3bk8g,2015-07-09
UCsXVk37bltHxD1rDPwtNM8Q,2013-07-09
UCYqsJbDDngvxb_rbHzHpYGA,2019-02-24
UC513PdAP2-jWkJunTh5kXRw,2021-10-28
UCZU9T1ceaOgwfLRq7OKFU4Q,2006-11-28
UCoLrcjPV5PbUrUyXq5mjc_A,2005-12-25
UCoLrcjPV5PbUrUyXq5mjc_A,2005-12-25
UCTkXRDQl0luXxVQrRQvWS6w,2014-02-08
UCAOiVaJJlH0Oduv48NN0mMA,2012-12-12
UChhMknOcAZOQXC1rh0ler-Q,2009-08-08
UCGIY_O-8vW4rfX98KlMkvRg,2005-12-27
UCSZbXT5TLLW_i-5W8FZpFsg,2006-02-18
UCJ2GvhrAJ2GQVPZ0auza4vw,2017-06-26
UC0M0rxSz3IF0CsSour1iWmw,2006-04-06
UCxcTeAKWJca6XyJ37_ZoKIQ,2017-08-23
UCh7EqOZt7EvO2osuKbIlpGg,2013-03-19
UCrnvtdLN6AHgQ8SdFGLalfw,2020-11-05
UCe_Fx4EZAgKjDz0aQ_Y7hSA,2013-01-31
UCqfjksqVIiNz1SRGfy4CkZA,2023-11-23
UCKaCalz5N5ienIbfPzEbYuA,2006-12-21
UCqly9F4Fr_jf2Y1Cy5hacRg,2007-07-08
UCEf_Bc-KVd7onSeifS3py9g,2006-03-18
