ID,Data_de_criacao
UCfj4kQ6_mYO5r4hzX5KloVw,2012-05-15
UCEWPsAL5QOfk5f-aoN2CLtA,2014-06-24
UCUo1RqYV8tGjV38sQ8S5p9A,2021-04-23
UCxfusAsd_n5AMFheiipyaCw,2016-06-08
UCPGUfCravJ90MlO9SC_fnAA,2012-09-21
UCo1DYcm1IZ9v3UPkpiAcgtg,2018-10-13
UCHmMvgJsdYk-WBh-SePzmLA,2013-09-05
UCw4P5lkVorlEfkuWiqbWRnA,2012-02-09
UCgvqvBoSHB1ctlyyhoHrGwQ,2012-11-09
UCt9a_qP9CqHCNwilf-iULag,2010-10-08
UCzSSwnU5MohO6vQqmMjKUyw,2018-07-27
UCNPdmQb1CkYd-02btbdA79g,2016-06-14
UCBJeMCIeLQos7wacox4hmLQ,2012-10-30
UCGWoTWsXJi1UtCjOiBHIsfw,2012-05-31
UCzSSwnU5MohO6vQqmMjKUyw,2018-07-27
UCrSVu3ryGNObwCFoOGU8lHg,2023-02-26
UCPhdTwqLwVBsMT8oT8PqcPg,2024-04-22
UCocikWsRAudLmjf61hWhyAw,2010-12-08
UCzpz2sUuvZ6VtkfHPSI0REQ,2023-05-30
UCR5V8BTvlkyYtw6T_9swNEw,2012-10-26
UCAob8zewTfHD0lanWeEQxjA,2021-04-06
UCpRec0XiokU9S7rnRQmheLA,2018-05-23
UCcMGbm0EYWh1SZZ8MsM75tw,2021-10-11
UCooVYzDxdwTtGYAkcPmOgOw,2017-04-28
UCY-_QmcW09PHAImgVnKxU2g,2018-09-10
UCaO6TYtlC8U5ttz62hTrZgg,2008-01-25
UCDZHK9n4F8GUEER0m9JYV5w,2016-04-11
UCaO6TYtlC8U5ttz62hTrZgg,2008-01-25
UCrrVKLxGCyqw55s6FWYbTVQ,2011-01-26
UCuIlu5oGIj1RzHOYmeSV5Eg,2014-11-21
UCsSsgPaZ2GSmO6il8Cb5iGA,2016-06-06
UCLzhly43KD3s9fdh7Se5p_g,2013-05-17
UC2t5bjwHdUX4vM2g8TRDq5g,2009-02-09
UCE_M8A5yxnLfW0KghEeajjw,2005-06-22
UCRb7vV9FQg8We3yo2XZGB6g,2012-01-03
UCE_M8A5yxnLfW0KghEeajjw,2005-06-22
UC7n1N9L_9RKpJQLGhGVWPlg,2013-02-13
UCEWPsAL5QOfk5f-aoN2CLtA,2014-06-24
UC8ggH3zU61XO0nMskSQwZdA,2017-05-16
UCWJ2lWNubArHWmf3FIHbfcQ,2005-11-21
UCB_qr75-ydFVKSF9Dmo6izg,2005-12-29
UCuqr0DrDS998pTPtJWPmP0w,2013-01-16
UCsadXomBhBQQxA1IL9zauNA,2016-09-27
UCXqV4yoyC_mmZye6VbKFPeQ,2021-05-09
UCeBu6AFsaPVElhFzlj5hetg,2018-05-09
UChV2oq_a-UZfJF-UiW0u-DQ,2014-05-26
UCNGq4mP3Ds5OUGjPo8IJOcw,2015-04-14
UCvebOuGWNvuUpZBzpV_Bc9Q,2015-09-14
UCBNTNHPngOpC-yeC8VpAPJQ,2016-02-02
UC07Kxew-cMIaykMOkzqHtBQ,2009-05-12
UCWQ8XdwaHNDxs9kWoTH9O5A,2013-08-04
UCch9Dmg5Juwp8MZGvAmAp4Q,2015-01-29
UCZU9T1ceaOgwfLRq7OKFU4Q,2006-11-28
UC4eYXhJI4-7wSWc8UNRwD4A,2008-01-03
UCcEJwxURVimfFFhBFSfgpQw,2024-09-05
UCUDt3EVrl6HszRHrBZN4Vcw,2020-07-26
UCsAPiUMyBjtKamxYGbSUnLA,2006-10-26
UCYD22MFqaNqXp-ogTMosW_A,2015-08-27
UC3IZKseVpdzPSBaWxBxundA,2008-06-04
UCczuNg-bajJgZLYhrY7FpfA,2010-01-04
UCFM-_iQVoyFHyHulT9JxSPA,2010-04-15
UCn2DAE87nJp01zbFmUI8V5A,2010-10-08
UCe6JX3pZtPwSD5ksQPfNKRQ,2013-03-20
UCtHtVptJ7tDRvbZrTFDrf7A,2012-08-09
UCrfveaMYpL4Uocm_YB8tUsQ,2017-10-22
UClSUOi_4VD2oW_o06pC5meA,2020-03-26
UClQT1o1z6kn1n5Y5NxeJRAQ,2021-03-06
UCP4wIoy9W9WdAfVIN2sVmEw,2011-07-16
UCoUM-UJ7rirJYP8CQ0EIaHA,2006-09-19
UCtHtVptJ7tDRvbZrTFDrf7A,2012-08-09
UCfGfdZuYifBYb1fmZcL1JBQ,2015-02-10
UCDqrC9HH1w7hyZCspmukU6A,2024-01-09
UC3Cs0kPcr0GQPCVzX32NQPg,2024-06-24
UClQT1o1z6kn1n5Y5NxeJRAQ,2021-03-06
UCiADY94gaAZlXpItKC0P26g,2018-02-02
UCBNTNHPngOpC-yeC8VpAPJQ,2016-02-02
UC8ggH3zU61XO0nMskSQwZdA,2017-05-16
UCKrdjiuS66yXOdEZ_cOD_TA,2014-01-19
UCBNTNHPngOpC-yeC8VpAPJQ,2016-02-02
UCcMGbm0EYWh1SZZ8MsM75tw,2021-10-11
UCk203NKbyqud8JclTWUWtBg,2020-03-13
UC6yW44UGJJBvYTlfC7CRg2Q,2017-12-19
UC8ggH3zU61XO0nMskSQwZdA,2017-05-16
UCD7wEPp2a5MPOnrfo5ZtkuA,2018-06-12
UCzHWSEgF38Q_TFYhXw-_FmA,2023-10-11
UC8pflMI7DubRMqdqP768p4w,2017-10-07
UC9p4xo6kdsN_3G-N5PAnF4A,2021-04-17
UCkzCjdRMrW2vXLx8mvPVLdQ,2009-07-07
UC4NBMVsQp6QvIjzUeaqX3ZA,2018-04-04
UC_7520oUmZ2piOVjxc3D_nw,2014-01-03
UCKrdjiuS66yXOdEZ_cOD_TA,2014-01-19
UCVMfjO8tFOlYQvg1rDBNnAg,2007-05-19
UCYflpzCNR3pA49KiyGkxNmQ,2022-02-12
UC2LZa2QFTxOiRj1u5TcDgsw,2017-04-24
UCn2DAE87nJp01zbFmUI8V5A,2010-10-08
UCo2LeYTlpLra9swD4Ye-vBg,2014-06-03
UCbD8EppRX3ZwJSou-TVo90A,2006-03-09
UCQJmQTMxK86IYywga8tKRPQ,2021-08-31
UCl_bk2yyg6hS-qNHJfiJT5w,2014-03-25
UCnrhy622SNPt04Avj5idFIg,2011-01-31
UCCDz_XYeKWd0OIyjp95dqyQ,2006-05-21
UC8xRZZg0nZN6tqrIGNPmnXA,2019-07-03
UCKJ7cmBniTdqzwyeQLOk6ow,2018-03-02
UCrfveaMYpL4Uocm_YB8tUsQ,2017-10-22
UCLkpdLGqX_cAM648W5E1RHg,2023-03-05
UC-4M8AN08hw39nn2v91VuMQ,2010-07-11
UCWeg2Pkate69NFdBeuRFTAw,2011-01-09
UCNpDGgwjJK4-voGoG1lq-YQ,2024-03-11
UCAcAnMF0OrCtUep3Y4M-ZPw,2015-11-19
UCEf_Bc-KVd7onSeifS3py9g,2006-03-18
UCVS0xBpOtXBAl12rdG67-OQ,2006-03-23
UCsQBsZJltmLzlsJNG7HevBg,2016-10-01
UCrSVu3ryGNObwCFoOGU8lHg,2023-02-26
UCY-_QmcW09PHAImgVnKxU2g,2018-09-10
UC5sbGkJ_Fuzn_NCxFfX0zLw,2013-07-10
UCykFnxpSK9mQN-CzUNSgE_A,2011-06-23
UCUo1RqYV8tGjV38sQ8S5p9A,2021-04-23
UCELnGqT6oDc7Gk6lb5ejByg,2011-11-06
UC3IZKseVpdzPSBaWxBxundA,2008-06-04
UCseGV3amBLISlIOMQodPfVQ,2016-12-19
UCu3WJjXqlYozV9s8sGYPySA,2017-12-16
UCmHoiy6KU2_MsMlceNzhQaw,2020-12-03
UCQVaKQcp4OxSg1eC6SF3NTw,2014-01-08
UCDPK_MTu3uTUFJXRVcTJcEw,2012-12-19
UCNL1ZadSjHpjm4q9j2sVtOA,2008-05-15
UCZh98aIwhumAAr8OMzV4-xQ,2016-08-19
UCgvqvBoSHB1ctlyyhoHrGwQ,2012-11-09
UCWPOLkftHreB1p8ospsiApw,2015-10-05
UCuLS5cbAG6fgBwega9RaG9A,2016-07-16
UC9gQ9nMYEPmzsbOpz0THaDw,2015-11-14
UCB0Faz0mFzbogfIqihllXVw,2020-08-11
UCah8C0gmLkdtvsy0b2jrjrw,2013-07-17
UCObjT6_9D0vIOAfVEhEbLlw,2013-06-07
UCqZW-sbqCcJzJdUVo8YKQ4g,2024-06-13
UCBo1hnzxV9rz3WVsv__Rn1g,2019-12-17
UC2PeMPA8PAOp-bynLoCeMLA,2021-07-08
UCqfANd8RDXTcQddXMwwgUmA,2015-07-22
UCsQBsZJltmLzlsJNG7HevBg,2016-10-01
UCRflwsKvsCINRlHPs1CQDig,2022-09-12
UCdg2UgrM2iwNQf6N18vJuZw,2018-02-22
UCOdKaYgvLlPuinUJ1z5Gm2g,2018-04-22
UCL3ltgLhi_JcFeFzzsOQ9pg,2019-07-23
UCm6FmMolN-n38Oj8-ZHVuHg,2021-02-12
UC-omFoT0Qf48y7IpEZo-OYQ,2016-07-04
UCDGmojLIoWpXok597xYo8cg,2016-08-16
UCM1c1okZ-7cPV7BEZ-pzUGg,2016-02-04
