ID,Data_de_criacao
UCuPivVjnfNo4mb3Oog_frZg,2012-08-24
UCbAwSkqJ1W_Eg7wr3cp5BUA,2011-11-09
UCo1DYcm1IZ9v3UPkpiAcgtg,2018-10-13
UCE_M8A5yxnLfW0KghEeajjw,2005-06-22
UCiY0OXcrK16AqMS4aF3nYoQ,2016-01-09
UCYI0jaSzd7aLRj7KCGHkz3g,2010-03-03
UCoLrcjPV5PbUrUyXq5mjc_A,2005-12-25
UCg3gzldyhCHJjY7AWWTNPPA,2014-10-29
UC9OucCej3Rx7tS3O7df4ReA,2021-04-12
UCZ7AeeVbyslLM_8-nVy2B8Q,2015-12-24
UCV0pIPt5HFfulonNog3cz1A,2015-11-19
UC2Dw_6M4WG-zxKIVRrHsdNw,2022-03-31
UCGl3kbSLHfKb3QeOYG7pAuA,2007-10-17
UCja7QUMRG9AD8X2F_vXFb9A,2017-04-13
UCsAPiUMyBjtKamxYGbSUnLA,2006-10-26
UCOuId57F0KOwFkLXCdTQSNw,2013-02-12
UCFSaBAqySWbnd61n9r3Dd1g,2020-06-20
UCquKkmifC6eDU-bbKxqjJgw,2014-10-18
UCrZEL4o7SYy8-FoYyvh7pJg,2016-01-22
UCnnrLDosqnpRPQ_TH3uXnnQ,2020-11-24
UChi08h4577eFsNXGd3sxYhw,2013-09-18
UC2Qw1dzXDBAZPwS7zm37g8g,2016-02-02
UCmXH6CX_juGwNFTj3PESdoA,2011-09-11
UCooVYzDxdwTtGYAkcPmOgOw,2017-04-28
UClBnxUXbfpnwZjchDz52B7Q,2015-03-31
UCFMGCDS4rQprREJJa8f4F0Q,2022-02-07
UCAND1td-OhOUbi7S1EnRWzg,2014-01-04
UCVe_RrR9AMeY6Z8ixOv5gtw,2021-03-10
UCqly9F4Fr_jf2Y1Cy5hacRg,2007-07-08
UCQ9HvHH-KRYHI5ynj2kbLwQ,2016-12-02
UC2upFSUuyXXNDAFQ9Kt3nVA,2018-01-08
UCH_7doiCkWeq0v3ycWE5lDw,2012-08-30
UCXzrxvm0Jqq1OpSZQhT6lEQ,2015-04-04
UC0biFgrMdkv1hFAFLVePODQ,2011-12-05
UCwM8W2IEsCLRQWc6krOlRVw,2012-02-12
UCSy3TvvwAV12MD0rLsHyClQ,2021-03-10
UCQMELFlXQL38KPm8kM-4Adg,2008-12-11
UChDKyKQ59fYz3JO2fl0Z6sg,2013-08-21
UCDVYQ4Zhbm3S2dlz7P1GBDg,2014-12-14
UCGTKwjs1ctvgwCRa67RNO-Q,2015-05-01
UC6c1z7bA__85CIWZ_jpCK-Q,2018-06-05
UCE_M8A5yxnLfW0KghEeajjw,2005-06-22
UCB9_VH_CNbbH4GfKu8qh63w,2006-03-14
UCRE2zmVNW9wG2dndMoV4JKQ,2014-08-08
UC0M0rxSz3IF0CsSour1iWmw,2006-04-06
UCo1DYcm1IZ9v3UPkpiAcgtg,2018-10-13
UCo1DYcm1IZ9v3UPkpiAcgtg,2018-10-13
UCsXVk37bltHxD1rDPwtNM8Q,2013-07-09
UCxcTeAKWJca6XyJ37_ZoKIQ,2017-08-23
UCGwu0nbY2wSkW8N-cghnLpA,2014-02-17
UCAOiVaJJlH0Oduv48NN0mMA,2012-12-12
UCB_qr75-ydFVKSF9Dmo6izg,2005-12-29
UCSTJELgD0j0gW2_wgF_TYuA,2013-04-25
UCsSsgPaZ2GSmO6il8Cb5iGA,2016-06-06
UC3L9XPe0_FGfRG-CMGtBvFg,2007-11-23
UCsDUx3IrrXQI0CbfKMxTCww,2016-08-09
UCaO6TYtlC8U5ttz62hTrZgg,2008-01-25
UCGIY_O-8vW4rfX98KlMkvRg,2005-12-27
UCWXYAGB9SadlL6p5Bb66wWw,2015-01-09
UCaO6TYtlC8U5ttz62hTrZgg,2008-01-25
UCs1pApqJNPZBcPcDjEWn6MA,2016-03-13
UCooVYzDxdwTtGYAkcPmOgOw,2017-04-28
UCyXiDU5qjfOPxgOPeFWGwKw,2011-12-19
UCDVYQ4Zhbm3S2dlz7P1GBDg,2014-12-14
UC2FZQeaJkpnO6IMkQglvPsg,2022-09-19
UCSnqXeK94-iNmwqGO__eJ5g,2010-04-19
UCh5mLn90vUaB1PbRRx_AiaA,2018-02-01
UCv5J06V-ESk5_1uriG65f3w,2012-01-06
UCIVSqoHCUN1XdEpiVItxfoQ,2016-11-29
UCAM35Xuk2-GM4Mb8g0MGSZw,2013-07-13
UCMmVPVb0BwSIOWVeDwlPocQ,2014-08-06
UCjmPFCKEAbgX-AInOujDHNQ,2017-07-30
UCwNqHDsnBCKT-olwJwIFyfg,2006-06-05
UC7trU46U_9XPDtMnDbiDPUQ,2009-10-18
UC023sB-A8vI7F3ByKMF9BGA,2019-01-17
UCzH3H8sRfqH3rEVZcpTV2Cw,2009-07-12
UCvHm-lDQEhRJNCd8BdpzDkQ,2024-03-27
UCUOZvgB9Q8AgZjjLYcLWztQ,2014-09-21
UCmmc_ObsixkMiLq7BXobAnQ,2021-01-23
UCR9Gcq0CMm6YgTzsDxAxjOQ,2009-11-22
UCXqV4yoyC_mmZye6VbKFPeQ,2021-05-09
UCVAbWl3d3XuHY28wU9DoDpA,2014-05-02
UCzH3H8sRfqH3rEVZcpTV2Cw,2009-07-12
UClqUSY9SshvuFja6yNXp4nQ,2009-05-28
UChRlaISXbl2gECFAmDzxgzg,2010-03-17
UCxoz4YfS4M3H3C57FD4jW4Q,2019-08-17
UC1oigGPZ4A6atKCnj17ow8Q,2021-02-09
UCET00YnetHT7tOpu12v8jxg,2020-06-26
UC-F3kTU4V680v550AavEOsQ,2016-02-16
UCVT1tPkR-fUVlO652EcO3ow,2013-06-07
UCBJeMCIeLQos7wacox4hmLQ,2012-10-30
UC2t5bjwHdUX4vM2g8TRDq5g,2009-02-09
UCsdz4BjK_Eg7DfSgI3cDZHg,2023-09-01
UC513PdAP2-jWkJunTh5kXRw,2021-10-28
UCMUP9j-QidC_S0KLlO06uCg,2009-07-23
UCzcaZfAmCJlCSoBOiNWx20Q,2018-01-12
UCe_Fx4EZAgKjDz0aQ_Y7hSA,2013-01-31
UCYqsJbDDngvxb_rbHzHpYGA,2019-02-24
UCnu5cai036X0tzQBmX2s3AQ,2022-10-13
UCkgsrOXWQNZRS_Cj8-_7sPw,2023-03-13
UCaUeobrwnhpLJHqs92_JRGg,2021-08-16
UC0ifXd2AVf1LMYbqwB5GH4g,2018-05-23
UCzTlXb7ivVzuFlugVCv3Kvg,2010-01-09
UCKrdjiuS66yXOdEZ_cOD_TA,2014-01-19
UCJ2GvhrAJ2GQVPZ0auza4vw,2017-06-26
UCBJeMCIeLQos7wacox4hmLQ,2012-10-30
UCurvRE5fGcdUgCYWgh-BDsg,2018-05-29
UCrlIS7z20CnVaCrMvdkig_g,2014-05-22
UCLr1r2bBAwBPG3KJubtYyyg,2018-01-05
UCPEM1vZqAD7J7VO-7hAhcXg,2022-06-10
UCTSRIY3GLFYIpkR2QwyeklA,2015-08-21
UC1HL3TABt6QGd_P857BH_CA,2015-08-25
UC4NBMVsQp6QvIjzUeaqX3ZA,2018-04-04
UCWJ2lWNubArHWmf3FIHbfcQ,2005-11-21
UCzRWWsFjqHk1an4OnVPsl9g,2019-08-08
UCqagxSZd0poU7LcVg3lTp0A,2024-09-03
UCch9Dmg5Juwp8MZGvAmAp4Q,2015-01-29
UCL6JmiMXKoXS6bpP1D3bk8g,2015-07-09
UCYAB7hh1ohA8-iX54EpMdeA,2010-08-25
UCKaCalz5N5ienIbfPzEbYuA,2006-12-21
UC4eYXhJI4-7wSWc8UNRwD4A,2008-01-03
UC3IZKseVpdzPSBaWxBxundA,2008-06-04
UCSugZEYrWbzqIWGD195V-YA,2009-10-09
UCHudN_9O_OD5KQIueahpYvg,2022-08-30
UCJ5v_MCY6GNUBTO8-D3XoAg,2007-05-11
UChhMknOcAZOQXC1rh0ler-Q,2009-08-08
UC07Kxew-cMIaykMOkzqHtBQ,2009-05-12
UCrnvtdLN6AHgQ8SdFGLalfw,2020-11-05
UC3Cs0kPcr0GQPCVzX32NQPg,2024-06-24
UC5JYRErFekvgcd2Sb-s8-Tg,2011-02-16
UCwIWAbIeu0xI0ReKWOcw3eg,2016-05-01
UCj7bNvokLlzDPmTIRbS1wKw,2023-05-14
UCWbo72XyikkvcPe2cRXj-ug,2022-06-17
UCoUM-UJ7rirJYP8CQ0EIaHA,2006-09-19
UCUU3GdGuQshZFRGnxAPBf_w,2015-08-30
UCQF0f62JXnfFSxKDmN8SDUg,2022-05-05
UCwaNuezahYT3BOjfXsne2mg,2006-03-26
UCWJ2lWNubArHWmf3FIHbfcQ,2005-11-21
UCSZbXT5TLLW_i-5W8FZpFsg,2006-02-18
UCqwxMqUcL-XC3D9-fTP93Mg,2014-02-16
UCg3gzldyhCHJjY7AWWTNPPA,2014-10-29
